# image name,latitude [decimal degrees],longitude [decimal degrees],altitude [meter],omega [degrees],phi [degrees],kappa [degrees],accuracy horizontal [meter],accuracy vertical [meter]
21_06_15_Wingtra_Low_2_Flight_01_00145.JPG,27.6698095804330215,-97.1714830462738774,53.99484021,4.02181136,1.23546543,165.85689893,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00146.JPG,27.6696890891078802,-97.1715631879886814,53.73055694,3.24347132,0.18271189,164.89229879,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00147.JPG,27.6695643582413027,-97.1716472616379150,53.78771507,4.09787044,0.64904389,166.45883327,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00148.JPG,27.6694447941437325,-97.1717287291405256,53.36720230,2.82289354,-1.33018731,164.69371764,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00149.JPG,27.6693213238797746,-97.1718157036739711,53.35055895,3.53700622,0.53749341,165.46466760,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00150.JPG,27.6691978558512020,-97.1719035123151826,53.23071499,2.98208488,0.20820709,162.73141696,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00151.JPG,27.6690784202929372,-97.1719893730608533,53.43518951,3.26947191,0.59882721,163.36585689,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00152.JPG,27.6689556228468660,-97.1720786534343972,53.69871796,3.36297780,-0.69967887,161.35644917,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00153.JPG,27.6688346203191067,-97.1721703886179426,53.91150857,4.79301252,0.57117927,160.47725908,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00154.JPG,27.6687186476541349,-97.1722636258345034,53.43302684,-8.39739322,-23.02443936,148.70289995,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00155.JPG,27.6686237577998817,-97.1723940242107176,52.94925291,-15.92272061,-17.97720610,126.50838089,0.03,0.04
21_06_15_Wingtra_Low_2_Flight_01_00156.JPG,27.6685654958896485,-97.1725451352820357,52.55837291,-0.07137933,-4.65731499,122.04000956,0.03,0.04
21_06_15_Wingtra_Low_2_Flight_01_00157.JPG,27.6685184503082020,-97.1722034831809367,53.17733432,0.45133876,5.01826803,-46.03435913,0.03,0.04
21_06_15_Wingtra_Low_2_Flight_01_00158.JPG,27.6686434171324116,-97.1721217914902837,53.53092269,-0.21330302,5.53690702,-46.50269344,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00159.JPG,27.6687708698093893,-97.1720293685786629,53.70045280,-2.27135568,4.14241308,-48.08833555,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00160.JPG,27.6688899267753250,-97.1719380239027259,53.68548972,-5.92462171,1.64366285,-48.19430566,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00161.JPG,27.6690102851936501,-97.1718474896716486,53.57004518,-4.42724559,2.44440466,-49.51916673,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00162.JPG,27.6691318788265264,-97.1717576009685189,53.60385734,-5.34807017,1.33877916,-49.29014072,0.02,0.03
21_06_15_Wingtra_Low_2_Flight_01_00163.JPG,27.6692544022312745,-97.1716694895374928,53.61005817,-6.22883584,1.81949240,-49.77690437,0.02,0.03
